"Date","Price","Open","High","Low","Vol.","Change %"
"03/03/2023","66,797.0","67,478.0","68,074.0","66,797.0","851.92K","-1.88%"
"03/02/2023","68,074.0","68,074.0","68,499.0","67,904.0","495.42K","-0.62%"
"03/01/2023","68,499.0","67,648.0","68,499.0","66,967.0","1.58M","0.00%"
"02/28/2023","68,499.0","68,074.0","68,669.0","67,648.0","602.95K","0.25%"
"02/27/2023","68,329.0","68,074.0","68,499.0","67,989.0","1.17M","-0.62%"
"02/24/2023","68,754.0","69,010.0","69,180.0","68,414.0","643.08K","-0.74%"
"02/23/2023","69,265.0","69,520.0","69,520.0","68,584.0","1.33M","-0.49%"
"02/22/2023","69,605.0","70,031.0","70,201.0","69,605.0","859.28K","-1.21%"
"02/21/2023","70,456.0","70,456.0","71,222.0","70,286.0","966.00K","0.00%"
"02/20/2023","70,456.0","69,435.0","70,626.0","69,265.0","1.47M","1.47%"
"02/17/2023","69,435.0","69,095.0","69,435.0","68,925.0","537.74K","0.00%"
"02/16/2023","69,435.0","69,435.0","69,776.0","68,669.0","487.83K","0.00%"
"02/15/2023","69,435.0","68,499.0","69,690.0","68,329.0","741.98K","0.99%"
"02/14/2023","68,754.0","68,669.0","68,925.0","68,244.0","712.66K","0.12%"
"02/13/2023","68,669.0","68,669.0","69,095.0","68,074.0","705.18K","0.00%"
"02/10/2023","68,669.0","69,010.0","69,095.0","68,499.0","833.75K","0.00%"
"02/09/2023","68,669.0","68,925.0","69,435.0","68,669.0","854.45K","-0.62%"
"02/08/2023","69,095.0","68,754.0","69,520.0","68,584.0","770.16K","0.62%"
"02/07/2023","68,669.0","68,499.0","69,690.0","68,499.0","863.42K","0.25%"
"02/06/2023","68,499.0","68,074.0","69,435.0","67,818.0","1.09M","0.50%"
"02/03/2023","68,159.0","69,776.0","69,776.0","68,159.0","1.99M","-2.20%"
"02/02/2023","69,690.0","69,861.0","70,116.0","69,180.0","1.52M","-0.12%"
"02/01/2023","69,776.0","71,477.0","71,477.0","69,605.0","1.21M","-1.80%"
"01/31/2023","71,052.0","71,052.0","71,222.0","69,520.0","1.76M","-0.24%"
"01/30/2023","71,222.0","71,648.0","71,818.0","71,222.0","1.02M","-0.36%"
"01/27/2023","71,477.0","71,562.0","72,754.0","71,477.0","1.31M","0.12%"
"01/19/2023","71,392.0","70,626.0","71,648.0","70,541.0","1.53M","0.60%"
"01/18/2023","70,967.0","69,861.0","70,967.0","69,605.0","1.10M","1.71%"
"01/17/2023","69,776.0","69,095.0","69,776.0","68,925.0","1.12M","1.49%"
